player_id,player_name,canonical_pos,is_forward,matches,starts,teams,seasons
121938,Cyril Baille,Prop,True,25,20,France,"2021,2022,2023,2024,2025"
121974,Nicky Smith,Prop,True,11,4,Wales,"2021,2025,2026"
122046,Sam Simmonds,Back-row,True,5,3,England,2022
122568,Will Rowlands,Second-row,True,16,10,Wales,"2021,2022,2024,2025"
122628,Elliot Dee,Hooker,True,15,7,Wales,"2021,2024,2025"
122652,Maro Itoje,Second-row,True,30,29,England,"2021,2022,2023,2024,2025,2026"
122682,Harry Williams,,False,1,0,England,2021
122700,Callum Braley,Scrum-half,False,4,2,Italy,"2021,2022"
122784,D'Arcy Rae,Prop,True,2,1,Scotland,2026
122892,Maxime Mbanda,,False,4,0,Italy,2021
122910,Tiziano Pasquali,Prop,True,4,1,Italy,2022
123210,Simone Ferrari,Prop,True,16,13,Italy,"2023,2024,2025,2026"
123366,Francois Cros,Back-row,True,24,21,France,"2022,2023,2024,2025,2026"
123420,Cherif Traore,Prop,True,4,1,Italy,"2021,2022"
123504,Charles Ollivon,Back-row,True,20,19,France,"2021,2023,2024,2026"
124308,Jack Dempsey,Back-row,True,18,13,Scotland,"2023,2024,2025,2026"
124530,Ed Byrne,,False,1,0,Ireland,2021
124548,Tom Farrell,,False,1,0,Ireland,2026
124578,Hame Faiva,,False,3,0,Italy,2022
124830,Nick Haining,Back-row,True,4,2,Scotland,"2021,2022"
125262,Ben Vellacott,,False,1,0,Scotland,2022
125406,Chris Harris,Centre,False,13,9,Scotland,"2021,2022,2023"
125622,Uilisi Halaholo,Centre,False,1,1,Wales,2022
125622,Willis Halaholo,Centre,False,4,0,Wales,2021
125916,Jonny Hill,Second-row,True,5,3,England,2021
127014,Charlie Ewels,Second-row,True,8,5,England,"2021,2022"
127122,Dorian Aldegheri,Prop,True,14,6,France,"2021,2023,2024,2025,2026"
128016,Marco Lazzaroni,Second-row,True,4,3,Italy,2021
128046,Luca Bigi,Hooker,True,11,5,Italy,"2021,2022,2023"
128142,Wyn Jones,Prop,True,13,11,Wales,"2021,2022,2023"
128574,Ryan Elias,Hooker,True,11,5,Wales,"2022,2024,2026"
128628,Tomos Williams,Scrum-half,False,26,22,Wales,"2021,2022,2023,2024,2025,2026"
128844,Johan Meyer,Back-row,True,5,5,Italy,2021
129096,Josh Adams,Back-three,False,24,24,Wales,"2021,2022,2023,2024,2025,2026"
129156,Mattia Bellini,Back-three,False,3,2,Italy,2021
129216,Sebastian Negri,Back-row,True,20,19,Italy,"2021,2022,2023,2024,2025"
129234,Federico Ruzza,Second-row,True,28,22,Italy,"2021,2022,2023,2024,2025,2026"
129288,Ross Byrne,Fly-half,False,7,1,Ireland,"2021,2023"
129372,Garry Ringrose,Centre,False,22,20,Ireland,"2021,2022,2023,2024,2025,2026"
129396,Magnus Bradbury,Back-row,True,5,1,Scotland,"2022,2026"
129480,Camille Chat,,False,3,0,France,2021
129558,Kieran Treadwell,,False,3,0,Ireland,"2022,2023"
129576,Adam Beard,Second-row,True,23,21,Wales,"2021,2022,2023,2024,2026"
129660,Sam Underhill,Back-row,True,11,9,England,"2022,2024,2026"
129720,Jack Walker,,False,5,0,England,2023
129792,George Horne,Scrum-half,False,14,1,Scotland,"2023,2024,2025,2026"
129822,Thomas Ramos,Back-three,False,25,20,France,"2022,2023,2024,2025,2026"
129840,Stuart McCloskey,Centre,False,10,9,Ireland,"2023,2024,2026"
129894,Olly Cracknell,Back-row,True,3,1,Wales,2026
130044,Simon Berghan,,False,5,0,Scotland,"2021,2023"
130290,Pierre Schoeman,Prop,True,25,21,Scotland,"2022,2023,2024,2025,2026"
130530,Zander Fagerson,Prop,True,28,26,Scotland,"2021,2022,2023,2024,2025,2026"
130536,Jamie Ritchie,Back-row,True,19,17,Scotland,"2021,2022,2023,2024,2025,2026"
131400,Duhan van der Merwe,Back-three,False,24,24,Scotland,"2021,2022,2023,2024,2025,2026"
131898,Tomas Francis,Prop,True,18,17,Wales,"2021,2022,2023,2026"
131922,Sam Johnson,Centre,False,6,6,Scotland,"2021,2022"
132096,Seb Davies,Back-row,True,4,2,Wales,2022
132228,Johnny Williams,Centre,False,1,1,Wales,2021
132330,Lewis Ludlam,Back-row,True,6,6,England,"2022,2023"
132354,Joe Marchant,Centre,False,8,5,England,"2021,2022,2023"
132510,Max Malins,Back-three,False,12,9,England,"2021,2022,2023"
132576,Jaco van der Walt,,False,3,0,Scotland,2021
132732,Toa Halafihi,Back-row,True,5,5,Italy,2022
133446,Uini Atonio,Prop,True,21,18,France,"2021,2022,2023,2024,2025"
133476,Paul Gabrillagues,Second-row,True,2,2,France,2024
133488,Rodrigue Neti,,False,5,0,France,2026
133836,Oliviero Fabiani,,False,1,0,Italy,2021
134016,Monty Ioane,Back-three,False,24,24,Italy,"2021,2022,2024,2025,2026"
134172,Rory Sutherland,Prop,True,15,7,Scotland,"2021,2022,2023,2024,2025,2026"
134250,Carlo Canna,Centre,False,5,3,Italy,2021
135138,Julien Marchand,Hooker,True,30,22,France,"2021,2022,2023,2024,2025,2026"
135306,Dillon Lewis,Prop,True,12,3,Wales,"2022,2023,2024"
135318,Antoine Dupont,Scrum-half,False,24,24,France,"2021,2022,2023,2025,2026"
135522,Javan Sebastian,,False,1,0,Scotland,2024
135774,Sam Skinner,Second-row,True,16,6,Scotland,"2021,2022,2023,2024,2025"
135870,Matt Gallagher,Back-three,False,1,1,Italy,2025
135900,Kieran Hardy,Scrum-half,False,14,1,Wales,"2021,2022,2023,2024,2026"
136062,Liam Belcher,,False,1,0,Wales,2026
136290,Ultan Dillane,,False,1,0,Ireland,2021
136470,Callum Sheedy,,False,8,0,Wales,"2021,2022"
136476,Owen Watkin,Centre,False,9,8,Wales,"2021,2022,2024,2025"
136596,Scott Cummings,Second-row,True,14,12,Scotland,"2021,2023,2024,2026"
