split,fold,tournament,calendar_year,hemisphere,target,weight_v4,baseline_score,candidate_score,delta
development,summer_internationals_2024,summer_internationals,2024,mixed,tries,0.1,0.9592068355723383,0.9571807419663014,-0.002026093606036894
development,summer_internationals_2024,summer_internationals,2024,mixed,try_assists,0.2,0.9736203096407581,0.9556946227183234,-0.01792568692243468
development,summer_internationals_2024,summer_internationals,2024,mixed,conversion_goals,0.2,0.7041318774701675,0.7130506887093513,0.00891881123918381
development,summer_internationals_2024,summer_internationals,2024,mixed,missed_conversion_goals,0.25,0.6996362258620666,0.7071554226460013,0.007519196783934645
development,summer_internationals_2024,summer_internationals,2024,mixed,penalty_goals,0.5,0.7535794070488219,0.7535794070488219,0.0
development,summer_internationals_2024,summer_internationals,2024,mixed,missed_penalty_goals,0.5,1.063386432572895,1.063386432572895,0.0
development,summer_internationals_2024,summer_internationals,2024,mixed,drop_goals_converted,0.75,1.2827839807582293,1.300610612800056,0.017826632041826773
development,summer_internationals_2024,summer_internationals,2024,mixed,drop_goal_missed,0.65,0.9036795290203222,0.8975617682884823,-0.006117760731839894
development,summer_internationals_2024,summer_internationals,2024,mixed,defenders_beaten,0.25,0.823098144325689,0.8239449431278758,0.0008467988021868544
development,summer_internationals_2024,summer_internationals,2024,mixed,clean_breaks,0.2,0.9303415411453555,0.9220629231627588,-0.008278617982596659
development,summer_internationals_2024,summer_internationals,2024,mixed,offload,0.25,0.9275152942695551,0.9223721932407439,-0.0051431010288112144
development,summer_internationals_2024,summer_internationals,2024,mixed,runs,0.6,0.8786178591879276,0.8733216559397579,-0.005296203248169706
development,summer_internationals_2024,summer_internationals,2024,mixed,tackles,0.65,0.9436139554205037,0.9410203959236914,-0.002593559496812392
development,summer_internationals_2024,summer_internationals,2024,mixed,missed_tackles,0.4,0.9464032988126886,0.9462420089565843,-0.00016128985610430746
development,summer_internationals_2024,summer_internationals,2024,mixed,rucks_won,0.6,0.7978793335115271,0.8033155307394105,0.005436197227883466
development,summer_internationals_2024,summer_internationals,2024,mixed,rucks_lost,0.65,0.9731208787271837,0.9713767825118966,-0.0017440962152870387
development,summer_internationals_2024,summer_internationals,2024,mixed,passes,0.65,0.8040183411318734,0.7999238220541959,-0.00409451907767755
development,summer_internationals_2024,summer_internationals,2024,mixed,bad_passes,0.55,0.9992534315319931,0.9984383655854169,-0.00081506594657621
development,summer_internationals_2024,summer_internationals,2024,mixed,turnovers_conceded,0.3,1.003020894341142,1.0038225765240203,0.0008016821828782383
development,summer_internationals_2024,summer_internationals,2024,mixed,penalties_conceded,0.35,1.005934655420675,1.0061821135378488,0.0002474581171738599
development,summer_internationals_2024,summer_internationals,2024,mixed,yellow_cards,0.5,1.0146021265442444,1.0146021265442444,0.0
development,summer_internationals_2024,summer_internationals,2024,mixed,red_cards,0.9,0.9952409219385868,0.964613382308384,-0.030627539630202816
