fixture_id,player_id,team,player_name,date,competition_level,previous_minutes,previous_available__minutes,previous_provenance__minutes,minutes,available__minutes,provenance__minutes,reason
4707295,186306,Fijian Drua,Timoci Sauvoli,2022-03-04,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707304,196728,Western Force,Grason Makara,2022-03-04,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707313,128790,Chiefs,Anton Lienert-Brown,2022-03-05,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707313,177114,Chiefs,Bradley Slater,2022-03-05,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707313,206658,Chiefs,Naitoa Ah Kuoi,2022-03-05,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707322,149682,Highlanders,Marino Mikaele-Tu'u,2022-03-05,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707322,141654,Hurricanes,Richard Judd,2022-03-05,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707322,169410,Hurricanes,Brayden Iose,2022-03-05,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707322,185508,Hurricanes,Xavier Numia,2022-03-05,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707322,211998,Hurricanes,Siua Maile,2022-03-05,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707322,234756,Hurricanes,Logan Henry,2022-03-05,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707331,192480,ACT Brumbies,Billy Pollard,2022-03-05,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707331,168684,NSW Waratahs,Tom Horton,2022-03-05,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707331,197328,NSW Waratahs,Max Douglas,2022-03-05,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707331,240672,NSW Waratahs,Tevita Funa,2022-03-05,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707331,47898,NSW Waratahs,Jamie Roberts,2022-03-05,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707376,141324,Blues,Marcel Renata,2022-03-11,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707376,197862,Blues,Zarn Sullivan,2022-03-11,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707385,117606,ACT Brumbies,Chris Feauai-Sautia,2022-03-11,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707385,192504,ACT Brumbies,Luke Reimer,2022-03-11,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707412,206712,Crusaders,Fergus Burke,2022-03-12,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707421,191460,Queensland Reds,Zane Nonggorr,2022-03-12,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707394,168684,NSW Waratahs,Tom Horton,2022-03-13,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707394,176142,NSW Waratahs,Jack Grant,2022-03-13,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707394,197280,NSW Waratahs,Henry Robertson,2022-03-13,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707196,188928,Chiefs,Quinn Tupaea,2022-03-19,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707601,166722,ACT Brumbies,Tom Ross,2022-03-25,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707601,192960,ACT Brumbies,Rory Scott,2022-03-25,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707601,43530,Western Force,Greg Holmes,2022-03-25,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707574,114240,Highlanders,Gareth Evans,2022-03-26,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707574,136404,Highlanders,Hugh Renton,2022-03-26,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707583,206664,Chiefs,Kaylum Boshier,2022-03-26,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707583,112860,Crusaders,Codie Taylor,2022-03-26,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707583,134226,Crusaders,George Bower,2022-03-26,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
